gene_callers_id	ANE_004_05M	ANE_004_40M	ANE_150_05M	ANE_150_40M	ANE_151_05M	ANE_151_80M	ANE_152_05M	ANW_141_05M	ANW_142_05M	ANW_145_05M	ANW_146_05M	ANW_148_05M	ANW_149_05M	ASE_66_05M	ASE_66_30M	ASE_67_05M	ASE_68_05M	ASE_68_50M	ASE_70_05M	ASW_72_05M	ASW_72_100M	ASW_76_05M	ASW_78_05M	ASW_82_05M	ASW_82_40M
32781	0.0	0.0	0.2081174438687392	0.33074265975820377	0.15198618307426598	0.0	0.0	0.7124352331606217	1.0	0.0	0.8393782383419689	0.7780656303972366	0.018134715025906734	0.0	0.0	0.0	0.0	0.0	0.2849740932642487	0.8747841105354058	0.6286701208981001	0.885146804835924	0.9628670120898101	0.0	0.0
32782	0.0	0.0	0.13271604938271606	0.4506172839506173	0.05246913580246913	0.0	0.0	0.7253086419753086	1.0	0.0	0.7916666666666666	0.8472222222222222	0.10648148148148148	0.0	0.0	0.0	0.0	0.0	0.0	0.8009259259259259	0.25925925925925924	0.6080246913580247	0.9012345679012346	0.0	0.0
32783	0.08632478632478632	0.07179487179487179	0.5217948717948718	0.7555555555555555	0.28675213675213673	0.06965811965811966	0.0	0.9444444444444444	1.0	0.0782051282051282	0.7893162393162393	0.6628205128205128	0.41752136752136754	0.0	0.0	0.0	0.0	0.0	0.20897435897435898	1.0	0.6606837606837607	0.9713675213675214	0.9525641025641025	0.0029914529914529917	0.0
32784	0.11567419575633128	0.06913073237508556	0.9069130732375086	0.9520876112251883	0.39698836413415467	0.0	0.0	0.9308692676249144	1.0	0.12388774811772758	0.8596851471594799	0.9219712525667351	0.62217659137577	0.0	0.0	0.0	0.06913073237508556	0.07392197125256673	0.5790554414784395	1.0	0.7323750855578371	1.0	1.0	0.08555783709787816	0.0
32785	0.0	0.0	0.7031122031122031	0.9398034398034398	0.2788697788697789	0.06797706797706797	0.0	0.9954954954954955	1.0	0.0	0.9725634725634725	0.8923013923013923	0.6584766584766585	0.06592956592956593	0.0	0.0	0.01597051597051597	0.044226044226044224	0.42055692055692057	1.0	0.6564291564291564	1.0	1.0	0.0	0.0
32786	0.0	0.0	0.24421296296296297	0.9085648148148148	0.22106481481481483	0.0	0.0	0.9652777777777778	1.0	0.20949074074074073	0.6574074074074074	0.8680555555555556	0.7696759259259259	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.6828703703703703	1.0	1.0	0.0	0.0
32787	0.0	0.17345872518286312	0.6489028213166145	0.8369905956112853	0.05642633228840126	0.0	0.0	0.800417972831766	1.0	0.0	0.7711598746081505	0.8704284221525601	0.4231974921630094	0.0	0.0	0.0	0.0	0.0	0.30825496342737724	1.0	0.7471264367816092	0.9592476489028213	1.0	0.0	0.0
32788	0.08435374149659863	0.0	0.6979591836734694	0.8965986394557823	0.0	0.2	0.0	0.9823129251700681	1.0	0.0	1.0	1.0	0.9428571428571428	0.0	0.0	0.0	0.0	0.0	0.10340136054421768	1.0	0.908843537414966	1.0	1.0	0.0	0.0
32789	0.16666666666666666	0.0	0.7038834951456311	0.4886731391585761	0.0	0.2022653721682848	0.0	0.8317152103559871	1.0	0.0	0.8656957928802589	0.9676375404530745	0.42071197411003236	0.0	0.0	0.0	0.0	0.0	0.2621359223300971	0.8867313915857605	0.558252427184466	0.9563106796116505	1.0	0.0	0.0
32790	0.08484848484848485	0.12196969696969696	0.8386363636363636	0.8833333333333333	0.07651515151515151	0.20606060606060606	0.12878787878787878	1.0	1.0	0.15303030303030302	0.956060606060606	0.9727272727272728	0.7507575757575757	0.346969696969697	0.0	0.0	0.0	0.0	0.25303030303030305	1.0	0.9856060606060606	1.0	1.0	0.0	0.0
