bins	ANE_004_05M	ANE_004_40M	ANE_150_05M	ANE_150_40M	ANE_151_05M	ANE_151_80M	ANE_152_05M	ANW_141_05M	ANW_142_05M	ANW_145_05M	ANW_146_05M	ANW_148_05M	ANW_149_05M	ASE_66_05M	ASE_66_30M	ASE_67_05M	ASE_68_05M	ASE_68_50M	ASE_70_05M	ASW_72_05M	ASW_72_100M	ASW_76_05M	ASW_78_05M	ASW_82_05M	ASW_82_40M
AG_349_G23	0.10854714609142885	0.0834952942729142	0.5419285345360898	0.610510134247102	0.2209348096222171	0.06290008938245645	0.0306517412661684	0.6565006319712146	0.8400104690821193	0.020102996749383834	0.5931706232512273	0.6936888731199612	0.4305148983287654	0.042544064052286334	0.0255948974451732	0.0012573104237612726	0.04176550178886455	0.036954235491215785	0.3031301405131385	0.9337571460964192	0.5790944429302306	0.9287275934818473	0.9242560198385543	0.00617843780395489	0.002320609756164749
AG_404_D14	0.2508296953163148	0.19408255881701064	0.7455165025860397	0.7883853269782028	0.4629244910634817	0.15391200043642916	0.0597171725824158	0.7059709575835661	0.8303388586917705	0.032925863817245146	0.6694095824463429	0.7520943826517278	0.5819590103811593	0.0857319704270774	0.05885009908017728	0.0007715981005488005	0.08873653168623322	0.07839221763932898	0.4890022582895823	0.9479381976581792	0.7192593402936815	0.9044046764505667	0.90315677536939	0.011221333665602014	0.001511258684416495
AG_422_K10	0.19513550720304582	0.16058886084645377	0.5890395328625138	0.6350838789538629	0.31858650785733944	0.11145005794669796	0.05884213614215808	0.4792976668979372	0.724135622971951	0.019395857690847694	0.5053328024316897	0.5978467295602852	0.4489852237720395	0.06607389306066164	0.043002456475246725	0.002135067622578312	0.07637252172587218	0.06851567422035713	0.31758618723044824	0.8632840849222263	0.5413934091139975	0.8471836106363979	0.890388991726149	0.007037768193178963	0.0028491047496433486
AG_893_K05	0.12964545750986511	0.09751811808675742	0.5570538958444028	0.6326342388617932	0.2456817817322592	0.06891454821261403	0.037012200240172724	0.8990226370347877	0.9529170244214626	0.027886958129431837	0.6425627698610274	0.8303320006991299	0.44422805492103895	0.04485845501957424	0.03077282175563871	0.00231172220458435	0.04514936105617597	0.04168366387473535	0.2875002815373587	0.9350929471617246	0.5713809134518003	0.8966768138243368	0.9213130143047095	0.006295586220997412	0.003033438513604013
AH_321_C14	0.17054274318310825	0.14941961243395013	0.4168207395148262	0.4510304913653467	0.2142628147808158	0.07659781044700498	0.06785418617262519	0.15050366046588495	0.39976802239810283	0.004591060430401078	0.25369382537496055	0.3274990280274933	0.27715444831174935	0.03764831060432256	0.026705916558480938	0.00047412339759215165	0.08091310754815216	0.0724258774095873	0.25407385268023897	0.6892142513672954	0.38264550165648376	0.5827256205053218	0.7185801539424751	0.001340447244635764	0.0009595411359258993
AS9601	0.11610636149227409	0.08025268967726143	0.5159914546599289	0.6003234140723847	0.20742852656271657	0.05748111403826028	0.038641568656603176	0.7031407683514342	0.8638035008850597	0.022826173485670093	0.6137838941862934	0.714063820888384	0.4107067684876394	0.0402167024557918	0.025863813550002016	0.00024955667127167963	0.051736560010156606	0.04637999052535642	0.24709688168448915	0.925966984280965	0.5517792445051353	0.8859093740679573	0.9107224165359438	0.003606555204025313	0.0016860114099591804
CCMP1375	0.003989692276463596	0.00985940289532699	0.0051777960689647125	0.004329607728935253	0.0031915108570331778	0.01933858873591729	0.004385352407912916	0.0026609814898055834	0.002646991787595777	0.0019203450143375927	0.0026621971070650645	0.0028977623611807454	0.002584864450243425	0.001863806906547448	0.0014691065330068153	0.0011584848008938582	0.005838578135309655	0.005581694771358792	0.004967876798707642	0.0031274192754803076	0.04292959067908237	0.0020015930911713095	0.0043739484119295815	0.0008680860165578761	0.0009347616056450996
EQPAC1	0.9430351491918503	0.9330179412019075	0.941792456958414	0.9381638717980366	0.93563945060539	0.9257336425310004	0.9332268730581482	0.03942570606964323	0.1970995710673001	0.014019041118365362	0.20289828306456162	0.4268998032779681	0.9015133656897227	0.9027592337447147	0.8973884303542229	0.005509951043629225	0.9335370198263622	0.9305987818963153	0.8995254143872758	0.38103532649844235	0.2533612549465024	0.5931057793381785	0.9417952022712522	0.002976112314875854	0.0033491023118235124
GP2	0.13722839809907902	0.10789367992943179	0.5028299622096909	0.5670639224462316	0.23360007553195594	0.07189577541066954	0.04107742377854831	0.4452846669650701	0.686722661438602	0.013147152676776122	0.44885187531043313	0.5401653971450032	0.36856040101217213	0.03868978776703717	0.024618613761819067	0.0002547541297791591	0.04998502021324225	0.0449150452708212	0.2506151665815902	0.881982857092383	0.4855328049054093	0.8452201429897311	0.8881363283996767	0.0034722904824462802	0.0011560818665010595
JFKN01	0.013262923981127538	0.008973612913709102	0.06498053064648986	0.07897002707890231	0.01971743896871427	0.005928158147951793	0.005797554397039397	0.4253450528052418	0.4999402198475469	0.0025161375083771163	0.1351615712319114	0.29406879176726997	0.047869171692169414	0.002603811686056806	0.0015877906456835025	0.0	0.006802845946672844	0.007025912789969334	0.019945578026619757	0.3845267041672646	0.06293046948197428	0.2874900999790708	0.3471990536044762	0.00033320832251044753	9.366767741627117e-06
